link,title,location,comapany name,description
/jobs/p/ckEo4yjQ4Y4a-Information-Security-Senior-Supervisor-Xceed-Cairo-Egypt?o=60&l=sp&t=sj&a=data science|search-v3|navbg,Information Security Senior Supervisor,"Maadi, Cairo, Egypt",Xceed -,Full TimeManager · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Computer Engineering · Engineering · CISA · CISM · ISO · Communication
/jobs/p/5QUEz5pPhQLH-Senior-Systems-Engineer-Nahdet-Misr-Publishing-Group-Giza-Egypt?o=61&l=sp&t=sj&a=data science|search-v3|navbg,Senior Systems Engineer,"Mohandessin, Giza, Egypt",Nahdet Misr Publishing Group -,Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · MCSE · Virtualization · Vmware · Data center · Computer Science · Software Development · Engineering
/jobs/p/3b3NczqGAHsn-Data-Platform-Data-Integration-Admin-Worex-Riyadh-Saudi-Arabia?o=62&l=sp&t=sj&a=data science|search-v3|navbg,Data Platform & Data Integration Admin,"Riyadh, Saudi Arabia",Worex -,Full TimeExperienced · 3 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Kafka · Spark · Big Data · Admin · Administration · Data Entry · Microsoft Office
/jobs/p/LJWK2nQ0Kep5-Senior-Data-Engineer-Smartlytics-Consultancy-Cairo-Egypt?o=63&l=sp&t=sj&a=data science|search-v3|navbg,Senior Data Engineer,"New Cairo, Cairo, Egypt",Smartlytics Consultancy  -,Full TimeExperienced · 5 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Azure · AWS · Python · SQL · Microsoft SQL Server · API · Computer Science · Database
/jobs/p/KwBD9nLtgZ4Q-System-Administrator-Arabiat-Giza-Egypt?o=64&l=sp&t=sj&a=data science|search-v3|navbg,System Administrator,"Mohandessin, Giza, Egypt",Arabiat -,Full TimeEntry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Telecom/Technology · Data · Engineering · Information Technology (IT) · System Administration · System Admin · system · computer · Computer Science
/jobs/p/uwn9RWfwBHEl-Data-Analyst-Supervisor-SURE-International-Technology-Cairo-Egypt?o=65&l=sp&t=sj&a=data science|search-v3|navbg,Data Analyst Supervisor,"Cairo, Egypt",SURE International Technology -,Full TimeManager · 5+ Yrs of Exp · IT/Software Development · Analyst/Research · BI · Data Analysis · Analysis · Python · Analytics · Commerce · Computer Science · Mathematics
/jobs/p/vuwDjfZ6U0QO-Senior-Embedded-Software-Instructor-Cairo-Egypt?o=66&l=sp&t=sj&a=data science|search-v3|navbg,Senior Embedded Software Instructor,"Cairo, Egypt",Confidential -,Full TimeExperienced · 6 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Training/Instructor · Embedded System · Embedded Software · Embedded C · RTOS · Software · AUTOSAR · ISTQB
/jobs/p/HzSNvy6aNrjG-Data-Analyst-Nahr-Development-Alexandria-Egypt?o=67&l=sp&t=sj&a=data science|search-v3|navbg,Data Analyst,"Bolkly, Alexandria, Egypt",Nahr Development -,Full TimeWork From HomeEntry Level · 1 - 2 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Information Technology (IT) · BI · Analysis · business · analytical · SQL · Matplotlib
/jobs/p/tw3mSoKIJAea-Data-Engineer-Communication-Electronics-ARROW-Electronics-Qalubia-Egypt?o=68&l=sp&t=sj&a=data science|search-v3|navbg,Data Engineer (Communication/ Electronics),"Banha, Qalubia, Egypt",ARROW Electronics  -,Full TimeEntry Level · 0 - 1 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Computer Engineering · english language · Electronics · Analysis · Computer Science · Data · Data Analysis
/jobs/p/X3mx96ukRZEI-Full-Stack-Developer-Angular-Java-RD-Cegedim-Cairo-Egypt?o=69&l=sp&t=sj&a=data science|search-v3|navbg,Full Stack Developer Angular & Java ( R&D ),"New Cairo, Cairo, Egypt",Cegedim -,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Angular · Java · Computer Science · Computer Engineering · Software Engineering · System Design · Data Structure
/jobs/p/BmrC2VkxUTdD-Senior-Data-Analyst-Alarabia-Group-Cairo-Egypt?o=70&l=sp&t=sj&a=data science|search-v3|navbg,Senior Data Analyst,"10th of Ramadan City, Cairo, Egypt",Alarabia Group -,Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · BI · BI Developer · Computer Science · developer · Information Technology (IT) · Power · Power BI
/jobs/p/GHJHSUJJKEDo-Business-Intelligence-Analyst-WebBeds-Cairo-Egypt?o=71&l=sp&t=sj&a=data science|search-v3|navbg,Business Intelligence Analyst,"Nasr City, Cairo, Egypt",WebBeds -,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Analysis · BI · Business Analysis · Data · Management · SQL · Information Technology (IT)
/jobs/p/zPBecH8DWYir-Senior-Software-Business-Analyst-Product-Owner-New-Innovation-Technologies-Cairo-Egypt?o=72&l=sp&t=sj&a=data science|search-v3|navbg,Senior Software Business Analyst / Product Owner,"Nasr City, Cairo, Egypt",New Innovation Technologies -,Full TimeExperienced · 5 - 8 Yrs of Exp · Business Development · IT/Software Development · Analyst/Research · Technical Analysis · Analysis · Information Technology (IT) · Research · ERP · HIMS · R&amp;D
/jobs/p/t1N5AIsGs5RH-Data-Analyst-Grand-Plast-Cairo-Egypt?o=73&l=sp&t=sj&a=data science|search-v3|navbg,Data Analyst,"Salam City, Cairo, Egypt",Grand Plast  -,Full TimeExperienced · 7 - 12 Yrs of Exp · Analyst/Research · English · Data Analysis · Analysis · Computer Science · Information Technology (IT)
/jobs/p/xcgRMt4z2RHD-Software-Engineer--Java-C-Viavi-Solutions-Cairo-Egypt?o=74&l=sp&t=sj&a=data science|search-v3|navbg,Software Engineer- Java/ C++,"Maadi, Cairo, Egypt",Viavi Solutions -,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Java · Software Development · Software · engineer · Information Technology (IT) · C++ · OOD · TroubleShooting
/jobs/p/96HqxoGsDmI3-Technical-Engineer---German-Speaker-A1-A2-Expleo-Cairo-Egypt?o=75&l=sp&t=sj&a=data science|search-v3|navbg,Technical Engineer - German Speaker (A1-A2),"Maadi, Cairo, Egypt",Expleo -,Full TimeEntry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Engineering · Information Technology (IT) · German · English · Java · Technical Support · Computer Science
/jobs/p/KaS8cNyWXCIw-Senior-Full-Stack-Mobile-Application-Developer-IOS-Android-Flutter-Cairo-Egypt?o=76&l=sp&t=sj&a=data science|search-v3|navbg,"Senior Full Stack Mobile Application Developer (IOS, Android & Flutter)","Maadi, Cairo, Egypt",Confidential -,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Development · Android Design · Android · Computer Science · GIT · APIs · Offline Storage
/jobs/p/NqR409mSACPZ-Infrastructure-Manager-Universities-of-Canada-in-Egypt-Cairo-Egypt?o=77&l=sp&t=sj&a=data science|search-v3|navbg,Infrastructure Manager,"New Cairo, Cairo, Egypt",Universities of Canada in Egypt -,Full TimeManager · 5 - 8 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · IT · Communication skills · Infrastructure · Management · Engineering · Data center
/jobs/p/ZjOoDVsUqEbH-Senior-Business-Analyst-Caelum-Egypt-Giza-Egypt?o=78&l=sp&t=sj&a=data science|search-v3|navbg,Senior Business Analyst,"Dokki, Giza, Egypt",Caelum Egypt -,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Analysis · Business Analysis · Business Development · Engineering · Science · System Analysis · Software
/jobs/p/OHxMZ213UJOi-Product-Owner-Digisay-Cairo-Egypt?o=79&l=sp&t=sj&a=data science|search-v3|navbg,Product Owner,"Zamalek, Cairo, Egypt",Digisay -,Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Agile · Computer Science · Engineering · Information Technology (IT) · Management · Product · Software
/jobs/p/WfmTiefwctK8-System-Administrator-Nasps-Cairo-Egypt?o=80&l=sp&t=sj&a=data science|search-v3|navbg,System Administrator,"New Capital, Cairo, Egypt",Nasps -,Full TimeExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Management skills · Management · Engineering · Agile · Skills
/jobs/p/zPZchk9MOsgz-Oracle-Database-Administrator-Khwarizm-Consulting-Cairo-Egypt?o=81&l=sp&t=sj&a=data science|search-v3|navbg,Oracle Database Administrator,"Cairo, Egypt",Khwarizm Consulting -,Full TimeExperienced · 3 - 9 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · DBA · Information Technology (IT) · Database · Data Backup · Oracle · Integrity
/jobs/p/QwnkbCDddcTm-React-Native-Developer-Yeshtery-Cairo-Egypt?o=82&l=sp&t=sj&a=data science|search-v3|navbg,React Native Developer,"Rehab City, Cairo, Egypt",Yeshtery -,Full TimePart TimeWork From HomeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · React · Information Technology (IT) · React Native · Computer Science · Android · Agile · Design · Git
/jobs/p/GWlws6w7slGf-Science-HOD-British-International-School-Ismailia-Egypt?o=83&l=sp&t=sj&a=data science|search-v3|navbg,Science HOD,"Ismailia, Egypt", British International School -,Full TimeManager · 10 - 16 Yrs of Exp · Education/Teaching · HOD · Science · Education
/jobs/p/u85RcofgJrnG-Power-BI-Developer-RMG-Cairo-Egypt?o=84&l=sp&t=sj&a=data science|search-v3|navbg,Power BI Developer,"Cairo, Egypt",RMG -,Part TimeFreelance / ProjectExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Power BI · power bi developer · BI Developer · BI · Power · IT · Microsoft Bi · Communication
/jobs/p/54Ryo3PSJOUU-Software-Engineer-React-JS-Qoyod-Cairo-Egypt?o=85&l=sp&t=sj&a=data science|search-v3|navbg,Software Engineer (React JS),"Cairo, Egypt",Qoyod -,Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · CSS · HTML · Information Technology (IT) · JavaScript · Software · Software Development
/jobs/p/xnMXlfX8Ssnj-Senior-Professional-Services-FlairsTech-Cairo-Egypt?o=86&l=sp&t=sj&a=data science|search-v3|navbg,Senior Professional Services,"Maadi, Cairo, Egypt",FlairsTech -,Full TimeExperienced · 6 - 8 Yrs of Exp · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Engineering · Customer Support · Communication skills · Software Implementation · Project Management Professional · BI · Mysql Database
/jobs/p/rdDBRL5vRoBQ-Senior-Devops-Engineer-Trufla-Cairo-Egypt?o=87&l=sp&t=sj&a=data science|search-v3|navbg,Senior Devops Engineer,"Heliopolis, Cairo, Egypt",Trufla -,Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Azure · Cloud · Computer Science · Docker · Engineering · Information Technology (IT) · Linux
/jobs/p/sj0SjweGn9TS-DevOps-Team-Lead-Trufla-Cairo-Egypt?o=88&l=sp&t=sj&a=data science|search-v3|navbg,DevOps Team Lead,"Heliopolis, Cairo, Egypt",Trufla -,Full TimeManager · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Azure · Docker · MySQL · Python · Software Engineering · Information Technology (IT) · Linux
/jobs/p/aOifNpuFajeK-Senior-Business-Intelligence-Developer-Cairo-Egypt?o=89&l=sp&t=sj&a=data science|search-v3|navbg,Senior Business Intelligence Developer,"Maadi, Cairo, Egypt",Confidential -,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Analysis · BI · business · Business Development · Business Intelligence · Communication skills · Computer Science · Development
/jobs/p/wYLwKnmshOCX-Junior-Operations-Engineer---NetworkCloud-Link-Datacenter-Giza-Egypt?o=90&l=sp&t=sj&a=data science|search-v3|navbg,Junior Operations Engineer - Network/Cloud,"Giza, Egypt",Link Datacenter -,Full TimeEntry Level · 0 - 1 Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Administration · CCNA · Communication skills · Computer Science · Engineering · English · Information Technology (IT)
/jobs/p/jMFgZ43uh8EP-Senior-E-Commerce-Software-Developer--Magento-2-shop4build-Cairo-Egypt?o=91&l=sp&t=sj&a=data science|search-v3|navbg,Senior E-Commerce Software Developer -Magento 2,"Maadi, Cairo, Egypt",shop4build -,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · E-Commerce · PHP · MySQL · Agile · Information Technology (IT) · Computer Science · Software · CSS
/jobs/p/gDYLKGVkaFtS-Business-Intelligence-Specialist-Perfect-Presentation-Giza-Egypt?o=92&l=sp&t=sj&a=data science|search-v3|navbg,Business Intelligence Specialist,"6th of October, Giza, Egypt",Perfect Presentation -,Full TimeExperienced · 6 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Business Intelligence · business · Computer Science · Information Technology (IT)
/jobs/p/BLclT1RZCy6L-DX-Program-Manager-Giza-Systems-Cairo-Egypt?o=93&l=sp&t=sj&a=data science|search-v3|navbg,DX Program Manager,"Cairo, Egypt",Giza Systems -,Full TimeManager · 15+ Yrs of Exp · IT/Software Development · Operations/Management · Project/Program Management · ITIL · Information Technology (IT) · Big Data · Programming · PMP · Engineering · Project Management
/jobs/p/2CHzjc7E8zz5-Senior-Java-Web-Developer-FlairsTech-Cairo-Egypt?o=94&l=sp&t=sj&a=data science|search-v3|navbg,Senior Java Web Developer,"Maadi, Cairo, Egypt",FlairsTech -,Full TimeExperienced · 3 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Microservices · JavaScript · Java · JIRA · Microsoft SQL Server · SQL · Java Software Development · Java Development
/jobs/p/HaDrZJUvo3sO-Sr-NodeJS-developer-Immediately-Bydotpy-Cairo-Egypt?o=95&l=sp&t=sj&a=data science|search-v3|navbg,Sr NodeJS developer (Immediately),"New Cairo, Cairo, Egypt",Bydotpy -,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · AWS · Agile · Computer Science · Docker · JavaScript · Node.js · RESTful APIs · MongoDB · Software Development
/jobs/p/6BucqLZFbZb3-BI-Developer-Fawry-Banking-Payment-Technology-Services-Giza-Egypt?o=96&l=sp&t=sj&a=data science|search-v3|navbg,BI Developer,"Smart Village, Giza, Egypt",Fawry Banking & Payment Technology Services -,Full TimeEntry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · BI · Information Technology (IT) · Computer Science · ETL · Data Warehouse · Computer Engineering · Engineering
/jobs/p/6Yzv3ZC4RcGO-Senior-Python-Developer-Trufla-Cairo-Egypt?o=97&l=sp&t=sj&a=data science|search-v3|navbg,Senior Python Developer,"Heliopolis, Cairo, Egypt",Trufla -,Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · APIs · AWS · Computer Science · Git · Linux · Python · REST
/jobs/p/GpiDFIlVqLaD-Business-Intelligence-ETL-Specialist-Raya-Customer-Experience-Giza-Egypt?o=98&l=sp&t=sj&a=data science|search-v3|navbg,Business Intelligence (ETL) Specialist,"6th of October, Giza, Egypt",Raya Customer Experience -,Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Business Intelligence · Big Data · Computer Science · Information Technology (IT) · SQL · technical · Data
/jobs/p/z1bwVmdMFLFd-Senior-Software-Developer-GET-Group--Egypt-Cairo-Egypt?o=99&l=sp&t=sj&a=data science|search-v3|navbg,Senior Software Developer,"Sheraton, Cairo, Egypt",GET Group- Egypt -,Full TimeExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Development · Engineering · Computer Engineering · Software Engineering · C# · WCF Services
/jobs/p/nyifbb6yvfkJ-Mid-Level-Software-Developer-GET-Group--Egypt-Cairo-Egypt?o=100&l=sp&t=sj&a=data science|search-v3|navbg,Mid Level Software Developer,"Sheraton, Cairo, Egypt",GET Group- Egypt -,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Engineering · Computer Science · Software Development · Engineering · C# · WCF Services · WPF
/jobs/p/EhYh6pWogo8e-Senior-Full-Stack-Developer-Cairo-Egypt?o=101&l=sp&t=sj&a=data science|search-v3|navbg,Senior Full Stack Developer,"Nasr City, Cairo, Egypt",Confidential -,Full TimeWork From HomeExperienced · 6+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · Computer Science · Design · Development · DevOps · Engineering · Information Technology (IT) · Java
/jobs/p/ggRzk1QE5zg1-IT-Generalist-Cairo-Egypt?o=102&l=sp&t=sj&a=data science|search-v3|navbg,IT Generalist,"Nasr City, Cairo, Egypt",Confidential -,Full TimeExperienced · 2 - 4 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Communication Skills · Skills · Computer Science · Installation · Maintenance · Microsoft
/jobs/p/5wXEOns1AjsJ-Lab-Technician-Kent-College-Egypt-Giza-Egypt?o=103&l=sp&t=sj&a=data science|search-v3|navbg,Lab Technician,"6th of October, Giza, Egypt",Kent College Egypt -,Full TimeEntry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · Medical/Healthcare · Chemistry · Lab · Engineering · Experiments · Laboratory · Medical · Science
/jobs/p/GbZ5AixwS4oT-Android-Developer-Lactalis-Halawa-Cairo-Egypt?o=104&l=sp&t=sj&a=data science|search-v3|navbg,Android Developer,"Obour City, Cairo, Egypt", Lactalis Halawa -,Full TimeExperienced · 5 - 7 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Android SDK · Android · Computer Science · APIs · Software Development · JSON · SDK
/jobs/p/b6AHP18Wfo8k-Junior-BI-Developer-MegaSoft-Cairo-Egypt?o=105&l=sp&t=sj&a=data science|search-v3|navbg,Junior BI Developer,"Heliopolis, Cairo, Egypt",MegaSoft -,Full TimeEntry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · SQL · Information Technology (IT) · Software Engineering · Computer Science · Software · IBM · Service Management · Reporting
/jobs/p/913V2FTgjDaz-Oracle-BI-Consultant-OBIEE-Al-Beshara-Cairo-Egypt?o=106&l=sp&t=sj&a=data science|search-v3|navbg,Oracle BI Consultant (OBIEE),"Nasr City, Cairo, Egypt",Al Beshara -,Full TimeExperienced · 6 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · BI · Computer Science · Database · Data Warehouse · Information Technology (IT) · Software Development · SQL · Oracle
/jobs/p/y53UtDhK0VWN-IT-Supervisor-EGICAT-Cairo-Egypt?o=107&l=sp&t=sj&a=data science|search-v3|navbg,IT Supervisor,"Cairo, Egypt",EGICAT -,Full TimeExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · computer · CCNA · Computer Engineering · Information Technology (IT) · IT · Science · English · Computer Science
/jobs/p/sJ2iowBn0IME-Backend-Developer-Venu-Apps-Cairo-Egypt?o=108&l=sp&t=sj&a=data science|search-v3|navbg,Backend Developer,"Cairo, Egypt",Venu Apps -,Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Laravel · RESTful · MVC · Software · Information Technology (IT) · Engineering · Computer Science · AWS
/jobs/p/tkkZzrUY5RWQ-Senior-Android-Developer-Sword-Egypt-Cairo-Egypt?o=109&l=sp&t=sj&a=data science|search-v3|navbg,Senior Android Developer,"Maadi, Cairo, Egypt",Sword Egypt -,Full TimeWork From HomeExperienced · 5 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Android · Development · Information Technology (IT) · Computer Science · REST · Mobile Development · Software Development · Telecom Engineering
/jobs/p/Q1DZIOrvcfeR-Senior-PHP-Laravel-Developer-iSUPPLY-Cairo-Egypt?o=110&l=sp&t=sj&a=data science|search-v3|navbg,Senior PHP/ Laravel Developer,"Nasr City, Cairo, Egypt",i'SUPPLY -,Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Laravel Framework · Information Technology (IT) · Laravel · Programming · Development · Computer Science · Problem Solving
/jobs/p/qcDOgCE0Momt-IT-Administrator-Cairo-Egypt?o=111&l=sp&t=sj&a=data science|search-v3|navbg,IT Administrator,"Nasr City, Cairo, Egypt",Confidential -,Full TimeExperienced · 2+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Information Technology (IT) · IT · Networks · System Administration · Computer Science · English · Linux · Ubuntu
